Cluster_hmmer	New_prot_name	Names	Names2	Names3	start	end	strand	Mean_cov_depth_candidat	Median_cov_depth_candidat	Mean_GC_candidat	pvalue_cov_mean	pvalue_cov_median	Median_cov_depth_BUSCO	Mean_cov_depth_BUSCO	Mean_GC_BUSCO	FDR_cov_global	FDR_pvalue_cov_mean	FDR_pvalue_cov_median	Scaffold_name	Scaffold_score	Cluster_blast	Event	Nsp_MRCA	Nloc	Nsp	Pseudogenized	evalue	bits	Mean_dNdS	Pvalue_dNdS	SE_dNdS	Cynip_count	Filamentous_count	Best_hit_ORF_perc	Number_unique_Names2	Nb_duplicated	Ratio_duplicated_unique	Length	query	target	pident	alnlen	mismatch	gapopen	tstart	tend	qstart	qend	qlen	tlen	tcov	qcov	index	start-end	Overlapp_group	Tot_length	count_duplicate_overlapp	New_overlapping_group	len	Species_name	Species_scaffold_name	ORF_query	ORF_target	ORF_start	ORF_end	ORF_strand	Overlapp_ORF_EVEs	ORF_perc	ORF_overlapp_group	Best_hit_length	Virus_count	Scaffold_and_Species_name	euk_count	Metaeuk_vote	repeat_count	euk_count_plus_repeat	Names_bis	Tips4dNdS.array	Boot	Nsp_losses	Synteny_PASS2	Scaffold_length
Cluster24_redefined		scaffold_351059:4-117(-):Platygaster_equestris	Platygaster_equestris	scaffold_351059:4-117(-):Platygaster_equestris	4	117										True			scaffold_351059		Cluster24_redefined					no	1.7539999999999998e-23	88.0				0.0	0.0		3.0	3.0	1.0	38.0	scaffold_351059:4-117(-):Platygaster_equestris	scaffold_196778:44-232(+):Platygaster_equestris	100.0	38.0	0.0	0.0	26.0	63.0	1.0	38.0	38.0	63.0	0.603	1.0	4307.0	4-117	737.0	113.0	1.0	G736	113.0	Platygaster_equestris	Platygaster_equestris:scaffold_351059										1.0	Platygaster_equestris:scaffold_351059	0.0	no	0.0	0.0	scaffold_351059_4-117_-__Platygaster_equestris					
Cluster24_redefined		scaffold_368969:5-109(+):Platygaster_equestris	Platygaster_equestris	scaffold_368969:5-109(+):Platygaster_equestris	5	109										True			scaffold_368969		Cluster24_redefined					no	1.274e-21	82.0				0.0	0.0		3.0	3.0	1.0	35.0	scaffold_368969:5-109(+):Platygaster_equestris	scaffold_292912:3-140(+):Platygaster_equestris	100.0	35.0	0.0	0.0	11.0	45.0	1.0	35.0	35.0	46.0	0.761	1.0	4314.0	5-109	738.0	104.0	1.0	G737	104.0	Platygaster_equestris	Platygaster_equestris:scaffold_368969										1.0	Platygaster_equestris:scaffold_368969	0.0	no	0.0	0.0	scaffold_368969_5-109_+__Platygaster_equestris					
Cluster24_redefined		scaffold_369399:8-199(-):Platygaster_orseoliae	PoEFV	scaffold_369399:8-199(-):Platygaster_orseoliae	8	199										True			scaffold_369399		Cluster24_redefined					no	1.521e-40	138.0				0.0	0.0		3.0	3.0	1.0	64.0	scaffold_369399:8-199(-):Platygaster_orseoliae	scaffold_398465:14-202(+):Platygaster_orseoliae	100.0	63.0	0.0	0.0	1.0	63.0	1.0	63.0	64.0	1.0	0.984	63.0	4323.0	8-199	739.0	191.0	1.0	G738	191.0	Platygaster_orseoliae	Platygaster_orseoliae:scaffold_369399										1.0	Platygaster_orseoliae:scaffold_369399	0.0	no	0.0	0.0	scaffold_369399_8-199_-__Platygaster_orseoliae					
Cluster24_redefined		scaffold_38056:711-980(-):Platygaster_equestris	Platygaster_equestris	scaffold_38056:711-980(-):Platygaster_equestris	711	980										True			scaffold_38056		Cluster24_redefined					no	1.3620000000000001e-58	193.0				0.0	0.0	0.5490196078431373	3.0	3.0	1.0	90.0	scaffold_38056:711-980(-):Platygaster_equestris	scaffold_56463:262-597(+):Platygaster_equestris	100.0	90.0	0.0	0.0	7.0	96.0	1.0	90.0	90.0	0.804	1.0	112.0	4350.0	711-980	740.0	269.0	1.0	G739	269.0	Platygaster_equestris	Platygaster_equestris:scaffold_38056	scaffold_38056:711-980(-):Platygaster_equestris	"Platygaster_equestris:scaffold_38056_ORF.3;509-845(-)"	509.0	845.0	-	yes-right	1.2490706319702602	1206.0	204.0	1.0	Platygaster_equestris:scaffold_38056	0.0	no	0.0	0.0	scaffold_38056_711-980_-__Platygaster_equestris					
Cluster24_redefined		scaffold_392746:1-108(-):Platygaster_equestris	Platygaster_equestris	scaffold_392746:1-108(-):Platygaster_equestris	1	108										True			scaffold_392746		Cluster24_redefined					no	3.7729999999999995e-22	84.0				0.0	0.0		3.0	3.0	1.0	36.0	scaffold_392746:1-108(-):Platygaster_equestris	scaffold_51306:72-323(-):Platygaster_equestris	100.0	36.0	0.0	0.0	20.0	55.0	1.0	36.0	36.0	84.0	0.429	1.0	4311.0	1-108	741.0	107.0	1.0	G740	107.0	Platygaster_equestris	Platygaster_equestris:scaffold_392746										1.0	Platygaster_equestris:scaffold_392746	0.0	no	0.0	0.0	scaffold_392746_1-108_-__Platygaster_equestris					
Cluster24_redefined		scaffold_398465:14-202(+):Platygaster_orseoliae	PoEFV	scaffold_398465:14-202(+):Platygaster_orseoliae	14	202										True			scaffold_398465		Cluster24_redefined					no	1.521e-40	138.0				0.0	0.0		3.0	3.0	1.0	63.0	scaffold_398465:14-202(+):Platygaster_orseoliae	scaffold_369399:8-199(-):Platygaster_orseoliae	100.0	63.0	0.0	0.0	1.0	63.0	1.0	63.0	63.0	64.0	0.984	1.0	4329.0	14-202	742.0	188.0	1.0	G741	188.0	Platygaster_orseoliae	Platygaster_orseoliae:scaffold_398465										1.0	Platygaster_orseoliae:scaffold_398465	0.0	no	0.0	0.0	scaffold_398465_14-202_+__Platygaster_orseoliae					
Cluster24_redefined		scaffold_40273:668-1003(+):Platygaster_equestris	Platygaster_equestris	scaffold_40273:668-1003(+):Platygaster_equestris	668	1003										True			scaffold_40273		Cluster24_redefined					no	4.626e-75	241.0				0.0	0.0		3.0	3.0	1.0	112.0	scaffold_40273:668-1003(+):Platygaster_equestris	scaffold_56463:262-597(+):Platygaster_equestris	100.0	112.0	0.0	0.0	1.0	112.0	1.0	112.0	112.0	1.0	1.0	112.0	4356.0	668-1003	743.0	335.0	1.0	G742	335.0	Platygaster_equestris	Platygaster_equestris:scaffold_40273										1.0	Platygaster_equestris:scaffold_40273	0.0	no	0.0	0.0	scaffold_40273_668-1003_+__Platygaster_equestris					
Cluster24_redefined		scaffold_406548:4-186(-):Platygaster_orseoliae	PoEFV	scaffold_406548:4-186(-):Platygaster_orseoliae	4	186										True			scaffold_406548		Cluster24_redefined					no	1.397e-39	136.0				0.0	0.0		3.0	3.0	1.0	61.0	scaffold_406548:4-186(-):Platygaster_orseoliae	scaffold_398465:14-202(+):Platygaster_orseoliae	100.0	61.0	0.0	0.0	1.0	61.0	1.0	61.0	61.0	0.968	1.0	63.0	4346.0	4-186	744.0	182.0	1.0	G743	182.0	Platygaster_orseoliae	Platygaster_orseoliae:scaffold_406548										1.0	Platygaster_orseoliae:scaffold_406548	0.0	no	0.0	0.0	scaffold_406548_4-186_-__Platygaster_orseoliae					
Cluster24_redefined		scaffold_40664:828-1049(-):Platygaster_equestris	Platygaster_equestris	scaffold_40664:828-1049(-):Platygaster_equestris	828	1049										True			scaffold_40664		Cluster24_redefined					no	1.3089999999999998e-47	162.0				0.0	0.0		3.0	3.0	1.0	74.0	scaffold_40664:828-1049(-):Platygaster_equestris	scaffold_56463:262-597(+):Platygaster_equestris	100.0	74.0	0.0	0.0	23.0	96.0	1.0	74.0	74.0	0.661	1.0	112.0	4320.0	828-1049	745.0	221.0	1.0	G744	221.0	Platygaster_equestris	Platygaster_equestris:scaffold_40664	scaffold_40664:828-1049(-):Platygaster_equestris	"Platygaster_equestris:scaffold_40664_ORF.4;635-962(-)"	635.0	962.0	-	yes-right	1.4796380090497738	1207.0		1.0	Platygaster_equestris:scaffold_40664	0.0	no	0.0	0.0	scaffold_40664_828-1049_-__Platygaster_equestris					
Cluster24_redefined		scaffold_464975:4-105(-):Platygaster_equestris	Platygaster_equestris	scaffold_464975:4-105(-):Platygaster_equestris	4	105										True			scaffold_464975		Cluster24_redefined					no	1.1150000000000002e-20	79.0				0.0	0.0		3.0	3.0	1.0	34.0	scaffold_464975:4-105(-):Platygaster_equestris	scaffold_196778:44-232(+):Platygaster_equestris	100.0	34.0	0.0	0.0	21.0	54.0	1.0	34.0	34.0	63.0	0.54	1.0	4354.0	4-105	746.0	101.0	1.0	G745	101.0	Platygaster_equestris	Platygaster_equestris:scaffold_464975										1.0	Platygaster_equestris:scaffold_464975	0.0	no	0.0	0.0	scaffold_464975_4-105_-__Platygaster_equestris					
Cluster24_redefined		scaffold_496018:4-96(+):Platygaster_equestris	Platygaster_equestris	scaffold_496018:4-96(+):Platygaster_equestris	4	96										True			scaffold_496018		Cluster24_redefined					no	1.315e-18	74.0				0.0	0.0		3.0	3.0	1.0	31.0	scaffold_496018:4-96(+):Platygaster_equestris	scaffold_464975:4-105(-):Platygaster_equestris	100.0	31.0	0.0	0.0	4.0	34.0	1.0	31.0	31.0	0.912	1.0	34.0	4315.0	avr-96	747.0	92.0	1.0	G746	92.0	Platygaster_equestris	Platygaster_equestris:scaffold_496018										1.0	Platygaster_equestris:scaffold_496018	0.0	no	0.0	0.0	scaffold_496018_4-96_+__Platygaster_equestris					
Cluster24_redefined		scaffold_51306:72-323(-):Platygaster_equestris	Platygaster_equestris	scaffold_51306:72-323(-):Platygaster_equestris	72	323										True			scaffold_51306		Cluster24_redefined					no	7.608e-49	165.0				0.0	0.0		3.0	3.0	1.0	84.0	scaffold_51306:72-323(-):Platygaster_equestris	scaffold_56463:262-597(+):Platygaster_equestris	97.8	79.0	2.0	0.0	1.0	79.0	6.0	84.0	84.0	0.705	0.94	112.0	4313.0	72-323	748.0	251.0	1.0	G747	251.0	Platygaster_equestris	Platygaster_equestris:scaffold_51306									204.0	1.0	Platygaster_equestris:scaffold_51306	0.0	no	0.0	0.0	scaffold_51306_72-323_-__Platygaster_equestris					
Cluster24_redefined		scaffold_5629_10228-9917_-_PoEFV	PoEFV	scaffold_5629_10228-9917_-_PoEFV												True			scaffold_5629_10228-9917_-_PoEFV		Cluster24_redefined						1.735e-65	213.0				0.0	0.0		3.0	3.0	1.0	104.0	scaffold_5629_10228-9917_-_PoEFV	scaffold_5629:9869-10219(-):Platygaster_orseoliae	99.0	101.0	1.0	0.0	1.0	101.0	4.0	104.0	104.0	0.863	0.971	117.0								scaffold_5629_10228-9917_-_PoEFV											1.0	scaffold_5629_10228-9917_-_PoEFV:scaffold_5629_10228-9917_-_PoEFV	0.0	no	0.0	0.0	scaffold_5629_10228-9917_-_PoEFV					
Cluster24_redefined		scaffold_5629:9869-10219(-):Platygaster_orseoliae	PoEFV	scaffold_5629:9869-10219(-):Platygaster_orseoliae	9869	10219										True			scaffold_5629		Cluster24_redefined					no	1.735e-65	213.0				0.0	0.0		3.0	3.0	1.0	117.0	scaffold_5629:9869-10219(-):Platygaster_orseoliae	scaffold_5629_10228-9917_-_PoEFV	99.0	101.0	1.0	0.0	4.0	104.0	1.0	101.0	117.0	104.0	0.971	0.863	4353.0	9869-10219	749.0	350.0	1.0	G748	350.0	Platygaster_orseoliae	Platygaster_orseoliae:scaffold_5629										1.0	Platygaster_orseoliae:scaffold_5629	0.0	no	4.0	4.0	scaffold_5629_9869-10219_-__Platygaster_orseoliae					
Cluster24_redefined		scaffold_5638:6616-6900(-):Platygaster_equestris	Platygaster_equestris	scaffold_5638:6616-6900(-):Platygaster_equestris	6616	6900										True			scaffold_5638		Cluster24_redefined					no	2.253e-46	158.0				0.0	0.0		3.0	3.0	1.0	95.0	scaffold_5638:6616-6900(-):Platygaster_equestris	scaffold_56463:262-597(+):Platygaster_equestris	79.9	95.0	19.0	0.0	6.0	100.0	1.0	95.0	95.0	0.848	1.0	112.0	4316.0	6616-6900	750.0	284.0	1.0	G749	284.0	Platygaster_equestris	Platygaster_equestris:scaffold_5638	scaffold_5638:6616-6900(-):Platygaster_equestris	"Platygaster_equestris:scaffold_5638_ORF.17;6486-6762(-)"	6486.0	6762.0	-	yes-right	0.971830985915493	1216.0		1.0	Platygaster_equestris:scaffold_5638	0.0	no	1.0	1.0	scaffold_5638_6616-6900_-__Platygaster_equestris					
Cluster24_redefined		scaffold_56463:262-597(+):Platygaster_equestris	Platygaster_equestris	scaffold_56463:262-597(+):Platygaster_equestris	262	597										True			scaffold_56463		Cluster24_redefined					no	4.626e-75	241.0				0.0	0.0		3.0	3.0	1.0	112.0	scaffold_56463:262-597(+):Platygaster_equestris	scaffold_40273:668-1003(+):Platygaster_equestris	100.0	112.0	0.0	0.0	1.0	112.0	1.0	112.0	112.0	112.0	1.0	1.0	4331.0	262-597	751.0	335.0	1.0	G750	335.0	Platygaster_equestris	Platygaster_equestris:scaffold_56463										1.0	Platygaster_equestris:scaffold_56463	0.0	no	0.0	0.0	scaffold_56463_262-597_+__Platygaster_equestris					
Cluster24_redefined		scaffold_64175:1-231(-):Platygaster_equestris	Platygaster_equestris	scaffold_64175:1-231(-):Platygaster_equestris	1	231										True			scaffold_64175		Cluster24_redefined					no	8.449999999999997e-48	160.0				0.0	0.0		3.0	3.0	1.0	77.0	scaffold_64175:1-231(-):Platygaster_equestris	scaffold_51306:72-323(-):Platygaster_equestris	97.2	77.0	2.0	0.0	7.0	83.0	1.0	77.0	77.0	84.0	0.917	1.0	4344.0	1-231	752.0	230.0	1.0	G751	230.0	Platygaster_equestris	Platygaster_equestris:scaffold_64175										1.0	Platygaster_equestris:scaffold_64175	0.0	no	0.0	0.0	scaffold_64175_1-231_-__Platygaster_equestris					
Cluster24_redefined		scaffold_748:7166-7411(-):Platygaster_equestris	Platygaster_equestris	scaffold_748:7166-7411(-):Platygaster_equestris	7166	7411										True			scaffold_748		Cluster24_redefined					no	4.633e-41	141.0				0.0	0.0		3.0	3.0	1.0	82.0	scaffold_748:7166-7411(-):Platygaster_equestris	scaffold_34625:941-1210(-):Platygaster_equestris	86.0	78.0	11.0	0.0	1.0	78.0	3.0	80.0	82.0	0.867	0.951	90.0	4334.0	7166-7411	753.0	245.0	1.0	G752	245.0	Platygaster_equestris	Platygaster_equestris:scaffold_748										1.0	Platygaster_equestris:scaffold_748	1.0	yes	3.0	4.0	scaffold_748_7166-7411_-__Platygaster_equestris					
Cluster24_redefined		scaffold_78882:555-929(+):Platygaster_orseoliae	PoEFV	scaffold_78882:555-929(+):Platygaster_orseoliae	555	929										True			scaffold_78882		Cluster24_redefined					no	1.6239999999999998e-67	220.0				0.0	0.0		3.0	3.0	1.0	125.0	scaffold_78882:555-929(+):Platygaster_orseoliae	scaffold_255766:12-317(+):Platygaster_orseoliae	100.0	102.0	0.0	0.0	1.0	102.0	7.0	108.0	125.0	102.0	1.0	0.816	4341.0	555-929	754.0	374.0	1.0	G753	374.0	Platygaster_orseoliae	Platygaster_orseoliae:scaffold_78882										1.0	Platygaster_orseoliae:scaffold_78882	0.0	no	0.0	0.0	scaffold_78882_555-929_+__Platygaster_orseoliae					
Cluster24_redefined		scaffold_79969:217-477(-):Platygaster_equestris	Platygaster_equestris	scaffold_79969:217-477(-):Platygaster_equestris	217	477										True			scaffold_79969		Cluster24_redefined					no	4.219e-53	177.0				0.0	0.0		3.0	3.0	1.0	87.0	scaffold_79969:217-477(-):Platygaster_equestris	scaffold_56463:262-597(+):Platygaster_equestris	96.7	86.0	3.0	0.0	1.0	86.0	2.0	87.0	87.0	0.768	0.989	112.0	4332.0	217-477	755.0	260.0	1.0	G754	260.0	Platygaster_equestris	Platygaster_equestris:scaffold_79969									204.0	1.0	Platygaster_equestris:scaffold_79969	0.0	no	0.0	0.0	scaffold_79969_217-477_-__Platygaster_equestris					
Cluster24_redefined		scaffold_92103:475-717(-):Platygaster_orseoliae	PoEFV	scaffold_92103:475-717(-):Platygaster_orseoliae	475	717										True			scaffold_92103		Cluster24_redefined					no	8.666e-46	154.0				0.0	0.0		3.0	3.0	1.0	81.0	scaffold_92103:475-717(-):Platygaster_orseoliae	scaffold_78882:555-929(+):Platygaster_orseoliae	90.0	81.0	8.0	0.0	45.0	125.0	1.0	81.0	81.0	125.0	0.648	1.0	4338.0	475-717	756.0	242.0	1.0	G755	242.0	Platygaster_orseoliae	Platygaster_orseoliae:scaffold_92103										1.0	Platygaster_orseoliae:scaffold_92103	0.0	no	0.0	0.0	scaffold_92103_475-717_-__Platygaster_orseoliae					
Cluster24_redefined		scaffold_99695:1-198(+):Platygaster_equestris	Platygaster_equestris	scaffold_99695:1-198(+):Platygaster_equestris	1	198										True			scaffold_99695		Cluster24_redefined					no	5.324e-39	135.0				0.0	0.0		3.0	3.0	1.0	66.0	scaffold_99695:1-198(+):Platygaster_equestris	scaffold_64175:1-231(-):Platygaster_equestris	95.4	66.0	3.0	0.0	12.0	77.0	1.0	66.0	66.0	0.857	1.0	77.0	4305.0	1-198	757.0	197.0	1.0	G756	197.0	Platygaster_equestris	Platygaster_equestris:scaffold_99695										1.0	Platygaster_equestris:scaffold_99695	0.0	no	0.0	0.0	scaffold_99695_1-198_+__Platygaster_equestris					
Cluster24_redefined		UXGB01006959.1:4663-5007(+):Eurytoma_brunniventris	EbENV	UXGB01006959.1:4663-5007(+):Eurytoma_brunniventris	4663	5007										True			UXGB01006959.1		Cluster24_redefined					no	1.697e-07	46.0				0.0	0.0		3.0	3.0	1.0	115.0	UXGB01006959.1:4663-5007(+):Eurytoma_brunniventris	scaffold_15159:3225-3572(+):Platygaster_orseoliae	26.8	115.0	80.0	0.0	4.0	113.0	1.0	115.0	115.0	116.0	0.948	1.0	4324.0	4663-5007	706.0	344.0	1.0	G705	344.0	Eurytoma_brunniventris	Eurytoma_brunniventris:UXGB01006959.1	UXGB01006959.1:4663-5007(+):Eurytoma_brunniventris	"Eurytoma_brunniventris:UXGB01006959.1_ORF.1;4719-5361(+)"	4719.0	5361.0	+	yes-left	1.8662790697674416	891.0		1.0	Eurytoma_brunniventris:UXGB01006959.1	0.0	no	0.0	0.0	UXGB01006959.1_4663-5007_+__Eurytoma_brunniventris					
Cluster24_redefined		UXGB01022074.1:1842-2240(-):Eurytoma_brunniventris	EbENV	UXGB01022074.1:1682-2348(-):Eurytoma_brunniventris [ORF]	1842	2240										True			UXGB01022074.1		Cluster24_redefined					no	6.216e-08	48.0				0.0	0.0	1.088235294117647	3.0	3.0	1.0	133.0	UXGB01022074.1:1842-2240(-):Eurytoma_brunniventris	scaffold_15159:3225-3572(+):Platygaster_orseoliae	29.2	104.0	68.0	0.0	12.0	108.0	8.0	111.0	133.0	116.0	0.836	0.782	4319.0	1842-2240	707.0	398.0	1.0	G706	398.0	Eurytoma_brunniventris	Eurytoma_brunniventris:UXGB01022074.1	UXGB01022074.1:1842-2240(-):Eurytoma_brunniventris	"Eurytoma_brunniventris:UXGB01022074.1_ORF.3;1682-2348(-)"	1682.0	2348.0	-	yes-inside	1.6733668341708543	907.0	204.0	1.0	Eurytoma_brunniventris:UXGB01022074.1	0.0	no	0.0	0.0	UXGB01022074.1_1682-2348_-__Eurytoma_brunniventris					
Cluster24_redefined		UXGB01028182.1:878-1210(-):Eurytoma_brunniventris	EbENV	UXGB01028182.1:757-1390(-):Eurytoma_brunniventris [ORF]	878	1210										True			UXGB01028182.1		Cluster24_redefined					no	6.642e-09	49.0				0.0	0.0	1.0343137254901962	3.0	3.0	1.0	111.0	UXGB01028182.1:878-1210(-):Eurytoma_brunniventris	scaffold_5464_1:8095-8379(-):Platygaster_equestris	39.5	68.0	40.0	0.0	8.0	75.0	39.0	105.0	111.0	0.716	0.604	95.0	4340.0	878-1210	708.0	332.0	1.0	G707	332.0	Eurytoma_brunniventris	Eurytoma_brunniventris:UXGB01028182.1	UXGB01028182.1:878-1210(-):Eurytoma_brunniventris	"Eurytoma_brunniventris:UXGB01028182.1_ORF.2;757-1390(-)"	757.0	1390.0	-	yes-inside	1.9066265060240963	912.0	204.0	1.0	Eurytoma_brunniventris:UXGB01028182.1	0.0	no	0.0	0.0	UXGB01028182.1_757-1390_-__Eurytoma_brunniventris					
Cluster24_redefined		UXGB01029570.1:844-1146(-):Eurytoma_brunniventris	EbENV	UXGB01029570.1:844-1146(-):Eurytoma_brunniventris	844	1146										True			UXGB01029570.1		Cluster24_redefined					no	2.584e-10	54.0				0.0	0.0		3.0	3.0	1.0	101.0	UXGB01029570.1:844-1146(-):Eurytoma_brunniventris	scaffold_15159:3225-3572(+):Platygaster_orseoliae	32.1	101.0	64.0	0.0	4.0	98.0	1.0	101.0	101.0	116.0	0.819	1.0	4317.0	844-1146	709.0	302.0	1.0	G708	302.0	Eurytoma_brunniventris	Eurytoma_brunniventris:UXGB01029570.1	UXGB01029570.1:844-1146(-):Eurytoma_brunniventris	"Eurytoma_brunniventris:UXGB01029570.1_ORF.5;543-1290(-)"	543.0	1290.0	-	yes-inside	2.4735099337748343	913.0		1.0	Eurytoma_brunniventris:UXGB01029570.1	0.0	no	0.0	0.0	UXGB01029570.1_844-1146_-__Eurytoma_brunniventris					
Cluster24_redefined		UXGB01032362.1:467-676(+):Eurytoma_brunniventris	EbENV	UXGB01032362.1:467-676(+):Eurytoma_brunniventris	467	676										True			UXGB01032362.1		Cluster24_redefined					no	3.789e-07	43.0				0.0	0.0		3.0	3.0	1.0	70.0	UXGB01032362.1:467-676(+):Eurytoma_brunniventris	scaffold_15159:3225-3572(+):Platygaster_orseoliae	34.9	70.0	45.0	0.0	44.0	113.0	1.0	70.0	70.0	116.0	0.603	1.0	4352.0	467-676	710.0	209.0	1.0	G709	209.0	Eurytoma_brunniventris	Eurytoma_brunniventris:UXGB01032362.1	UXGB01032362.1:467-676(+):Eurytoma_brunniventris	"Eurytoma_brunniventris:UXGB01032362.1_ORF.1;499-781(+)"	499.0	781.0	+	yes-left	1.3492822966507176	915.0		1.0	Eurytoma_brunniventris:UXGB01032362.1	0.0	no	0.0	0.0	UXGB01032362.1_467-676_+__Eurytoma_brunniventris					
Cluster24_redefined		UXGB01035936.1:388-711(+):Eurytoma_brunniventris	EbENV	UXGB01035936.1:388-711(+):Eurytoma_brunniventris	388	711										True			UXGB01035936.1		Cluster24_redefined					no	2.779e-08	48.0				0.0	0.0		3.0	3.0	1.0	108.0	UXGB01035936.1:388-711(+):Eurytoma_brunniventris	scaffold_5629:9869-10219(-):Platygaster_orseoliae	29.9	100.0	65.0	0.0	8.0	107.0	1.0	94.0	108.0	117.0	0.855	0.87	4321.0	388-711	711.0	323.0	1.0	G710	323.0	Eurytoma_brunniventris	Eurytoma_brunniventris:UXGB01035936.1	UXGB01035936.1:388-711(+):Eurytoma_brunniventris	"Eurytoma_brunniventris:UXGB01035936.1_ORF.1;177-906(+)"	177.0	906.0	+	yes-inside	2.2569659442724457	916.0		1.0	Eurytoma_brunniventris:UXGB01035936.1	0.0	no	0.0	0.0	UXGB01035936.1_388-711_+__Eurytoma_brunniventris					
Cluster24_redefined		UXGB01036239.1:787-1074(-):Eurytoma_brunniventris	EbENV	UXGB01036239.1:787-1074(-):Eurytoma_brunniventris	787	1074										True			UXGB01036239.1		Cluster24_redefined					no	4.739e-12	59.0				0.0	0.0		3.0	3.0	1.0	96.0	UXGB01036239.1:787-1074(-):Eurytoma_brunniventris	scaffold_34625:941-1210(-):Platygaster_equestris	35.5	95.0	57.0	0.0	2.0	90.0	1.0	95.0	96.0	90.0	0.989	0.99	4333.0	787-1074	712.0	287.0	1.0	G711	287.0	Eurytoma_brunniventris	Eurytoma_brunniventris:UXGB01036239.1	UXGB01036239.1:787-1074(-):Eurytoma_brunniventris	"Eurytoma_brunniventris:UXGB01036239.1_ORF.2;600-1206(-)"	600.0	1206.0	-	yes-inside	2.111498257839721	917.0		1.0	Eurytoma_brunniventris:UXGB01036239.1	0.0	no	0.0	0.0	UXGB01036239.1_787-1074_-__Eurytoma_brunniventris					
Cluster24_redefined		UXGB01039832.1:677-838(-):Eurytoma_brunniventris	EbENV	UXGB01039832.1:677-838(-):Eurytoma_brunniventris	677	838										True			UXGB01039832.1		Cluster24_redefined					no	1.889e-08	46.0				0.0	0.0		3.0	3.0	1.0	54.0	UXGB01039832.1:677-838(-):Eurytoma_brunniventris	scaffold_5629:9869-10219(-):Platygaster_orseoliae	38.1	66.0	33.0	0.0	35.0	100.0	1.0	54.0	54.0	117.0	0.564	1.0	4330.0	677-838	713.0	161.0	1.0	G712	161.0	Eurytoma_brunniventris	Eurytoma_brunniventris:UXGB01039832.1	UXGB01039832.1:677-838(-):Eurytoma_brunniventris	"Eurytoma_brunniventris:UXGB01039832.1_ORF.4;241-856(-)"	241.0	856.0	-	yes-inside	3.819875776397516	919.0		1.0	Eurytoma_brunniventris:UXGB01039832.1	0.0	no	0.0	0.0	UXGB01039832.1_677-838_-__Eurytoma_brunniventris					
Cluster24_redefined		UXGB01040530.1:70-414(+):Eurytoma_brunniventris	EbENV	UXGB01040530.1:70-414(+):Eurytoma_brunniventris	70	414										True			UXGB01040530.1		Cluster24_redefined					no	2.822e-12	60.0				0.0	0.0		3.0	3.0	1.0	115.0	UXGB01040530.1:70-414(+):Eurytoma_brunniventris	scaffold_5629:9869-10219(-):Platygaster_orseoliae	33.2	108.0	67.0	0.0	1.0	108.0	1.0	102.0	115.0	117.0	0.923	0.887	4318.0	70-414	714.0	344.0	1.0	G713	344.0	Eurytoma_brunniventris	Eurytoma_brunniventris:UXGB01040530.1	UXGB01040530.1:70-414(+):Eurytoma_brunniventris	"Eurytoma_brunniventris:UXGB01040530.1_ORF.1;126-735(+)"	126.0	735.0	+	yes-left	1.7703488372093024	920.0		1.0	Eurytoma_brunniventris:UXGB01040530.1	0.0	no	0.0	0.0	UXGB01040530.1_70-414_+__Eurytoma_brunniventris					
Cluster24_redefined		UXGB01044160.1:699-1031(+):Eurytoma_brunniventris	EbENV	UXGB01044160.1:699-1031(+):Eurytoma_brunniventris	699	1031										True			UXGB01044160.1		Cluster24_redefined					no	6.642e-09	49.0				0.0	0.0		3.0	3.0	1.0	111.0	UXGB01044160.1:699-1031(+):Eurytoma_brunniventris	scaffold_5464_1:8095-8379(-):Platygaster_equestris	39.5	68.0	40.0	0.0	8.0	75.0	39.0	105.0	111.0	0.716	0.604	95.0	4345.0	699-1031	715.0	332.0	1.0	G714	332.0	Eurytoma_brunniventris	Eurytoma_brunniventris:UXGB01044160.1									204.0	1.0	Eurytoma_brunniventris:UXGB01044160.1	0.0	no	0.0	0.0	UXGB01044160.1_699-1031_+__Eurytoma_brunniventris					
Cluster24_redefined		UXGB01047428.1:139-363(+):Eurytoma_brunniventris	EbENV	UXGB01047428.1:139-363(+):Eurytoma_brunniventris	139	363										True			UXGB01047428.1		Cluster24_redefined					no	2.878e-09	49.0				0.0	0.0		3.0	3.0	1.0	75.0	UXGB01047428.1:139-363(+):Eurytoma_brunniventris	scaffold_5629:9869-10219(-):Platygaster_orseoliae	37.2	74.0	38.0	0.0	35.0	108.0	1.0	62.0	75.0	117.0	0.632	0.827	4336.0	139-363	716.0	224.0	1.0	G715	224.0	Eurytoma_brunniventris	Eurytoma_brunniventris:UXGB01047428.1	UXGB01047428.1:139-363(+):Eurytoma_brunniventris	"Eurytoma_brunniventris:UXGB01047428.1_ORF.1;186-615(+)"	186.0	615.0	+	yes-left	1.915178571428572	925.0		1.0	Eurytoma_brunniventris:UXGB01047428.1	0.0	no	0.0	0.0	UXGB01047428.1_139-363_+__Eurytoma_brunniventris					
